Order_ID,Order_Date,Delivery_Date,Product,Category,Supplier,Warehouse,City,Customer_Type,Order_Quantity,Unit_Price,Total_Cost,Shipping_Cost,Delivery_Status,Payment_Method
104121,2025-06-12,2025-06-15,SSD,Storage,Tech World,Chennai WH,Hyderabad,Retail,6,5500,33000,2184,Delivered,Net Banking
104122,2025-12-09,2025-12-15,Office Desk,Furniture,Global Supply,Mumbai WH,Delhi,Retail,11,15000,165000,2661,Delivered,Cash
104123,2025-01-23,2025-01-28,Monitor,Electronics,ABC Suppliers,Hyderabad WH,Lucknow,Retail,1,12000,12000,2556,Delivered,Cash
104124,2025-07-04,2025-07-05,Office Desk,Furniture,Prime Distributors,Mumbai WH,Jaipur,Retail,3,15000,45000,2596,Delivered,Credit Card
104125,2025-10-03,2025-10-05,Webcam,Accessories,Prime Distributors,Bangalore WH,Pune,Wholesale,18,2500,45000,1209,In Transit,Debit Card
104126,2025-04-12,2025-04-17,Scanner,Office Supplies,Prime Distributors,Bangalore WH,Hyderabad,Wholesale,20,12000,240000,420,In Transit,Debit Card
104127,2025-08-28,2025-09-04,Office Chair,Furniture,ABC Suppliers,Bangalore WH,Jaipur,Wholesale,12,8500,102000,2245,Cancelled,Net Banking
104128,2025-07-31,2025-08-02,Hard Disk,Storage,Tech World,Chennai WH,Mumbai,Retail,18,4200,75600,999,Delivered,Cash
104129,2025-10-04,2025-10-08,Mouse,Accessories,Prime Distributors,Delhi WH,Pune,Wholesale,9,700,6300,2544,In Transit,Cash
104130,2025-12-17,2025-12-22,Router,Networking,ABC Suppliers,Mumbai WH,Delhi,Wholesale,4,3500,14000,892,Delivered,UPI
104131,2025-02-15,2025-02-17,Desktop,Electronics,Global Supply,Hyderabad WH,Kolkata,Retail,2,45000,90000,277,Cancelled,UPI
104132,2025-08-19,2025-08-22,SSD,Storage,XYZ Traders,Chennai WH,Pune,Retail,19,5500,104500,2345,Delayed,UPI
104133,2025-11-09,2025-11-16,Printer,Office Supplies,ABC Suppliers,Bangalore WH,Lucknow,Retail,7,15000,105000,2265,Delivered,Debit Card
104134,2025-12-18,2025-12-22,Mouse,Accessories,Tech World,Hyderabad WH,Pune,Retail,7,700,4900,2677,Delivered,Debit Card
104135,2025-07-10,2025-07-14,Hard Disk,Storage,Prime Distributors,Hyderabad WH,Delhi,Retail,5,4200,21000,2735,Delivered,Debit Card
104136,2025-06-23,2025-06-25,Laptop,Electronics,Tech World,Mumbai WH,Pune,Retail,15,55000,825000,1091,Delivered,Debit Card
104137,2025-08-03,2025-08-07,Webcam,Accessories,Prime Distributors,Chennai WH,Kolkata,Retail,7,2500,17500,844,Delayed,Debit Card
104138,2025-02-16,2025-02-17,Laptop,Electronics,ABC Suppliers,Mumbai WH,Hyderabad,Retail,20,55000,1100000,2391,Delivered,Debit Card
104139,2025-12-06,2025-12-08,Printer,Office Supplies,Prime Distributors,Chennai WH,Chennai,Wholesale,2,15000,30000,2269,Delayed,Cash
104140,2025-07-30,2025-08-06,Office Chair,Furniture,Global Supply,Hyderabad WH,Bangalore,Wholesale,15,8500,127500,1048,In Transit,Credit Card
104141,2025-10-22,2025-10-24,Office Desk,Furniture,Prime Distributors,Delhi WH,Jaipur,Wholesale,9,15000,135000,1698,Delivered,Net Banking
104142,2025-07-18,2025-07-25,Webcam,Accessories,Global Supply,Chennai WH,Chennai,Wholesale,12,2500,30000,409,Delivered,Debit Card
104143,2025-02-21,2025-02-25,Scanner,Office Supplies,XYZ Traders,Delhi WH,Hyderabad,Retail,19,12000,228000,2967,Delivered,UPI
104144,2025-05-19,2025-05-21,Projector,Electronics,Tech World,Hyderabad WH,Jaipur,Wholesale,19,40000,760000,2375,Delivered,Net Banking
104145,2025-01-29,2025-02-05,Scanner,Office Supplies,ABC Suppliers,Hyderabad WH,Lucknow,Retail,3,12000,36000,2604,Delayed,Debit Card
104146,2025-10-17,2025-10-23,Printer,Office Supplies,Tech World,Hyderabad WH,Ahmedabad,Wholesale,4,15000,60000,930,Delivered,Cash
104147,2025-09-28,2025-09-30,Projector,Electronics,ABC Suppliers,Chennai WH,Pune,Wholesale,2,40000,80000,1403,Delivered,Cash
104148,2025-06-28,2025-07-05,Hard Disk,Storage,Prime Distributors,Mumbai WH,Bangalore,Wholesale,2,4200,8400,525,Delivered,Net Banking
104149,2025-03-09,2025-03-12,Laptop,Electronics,Global Supply,Chennai WH,Jaipur,Wholesale,17,55000,935000,1913,Delayed,Cash
104150,2025-02-14,2025-02-20,Laptop,Electronics,ABC Suppliers,Delhi WH,Jaipur,Wholesale,10,55000,550000,442,Delivered,Net Banking
104151,2025-10-27,2025-10-28,Mouse,Accessories,Global Supply,Delhi WH,Pune,Retail,5,700,3500,334,Delivered,UPI
104152,2025-01-31,2025-02-03,Mouse,Accessories,XYZ Traders,Bangalore WH,Delhi,Wholesale,19,700,13300,2415,Delivered,Cash
104153,2025-01-06,2025-01-13,Router,Networking,Prime Distributors,Bangalore WH,Delhi,Wholesale,8,3500,28000,1081,Cancelled,Net Banking
104154,2025-02-26,2025-02-28,Webcam,Accessories,ABC Suppliers,Mumbai WH,Kolkata,Retail,1,2500,2500,2512,In Transit,Net Banking
104155,2025-02-11,2025-02-13,Hard Disk,Storage,XYZ Traders,Chennai WH,Hyderabad,Wholesale,12,4200,50400,1920,Delivered,Net Banking
104156,2025-11-24,2025-11-28,Printer,Office Supplies,XYZ Traders,Mumbai WH,Ahmedabad,Retail,5,15000,75000,2712,Delivered,Net Banking
104157,2025-01-30,2025-01-31,Printer,Office Supplies,ABC Suppliers,Hyderabad WH,Ahmedabad,Retail,10,15000,150000,1382,Delivered,UPI
104158,2025-07-20,2025-07-21,Hard Disk,Storage,Global Supply,Hyderabad WH,Bangalore,Retail,16,4200,67200,2205,Delivered,Net Banking
104159,2025-11-01,2025-11-05,Projector,Electronics,Prime Distributors,Delhi WH,Jaipur,Wholesale,19,40000,760000,593,Delayed,UPI
104160,2025-02-15,2025-02-18,Router,Networking,Global Supply,Hyderabad WH,Pune,Retail,19,3500,66500,952,Delayed,Debit Card
104161,2025-05-24,2025-05-30,Switch,Networking,Tech World,Bangalore WH,Ahmedabad,Wholesale,4,6000,24000,300,Delivered,Debit Card
104162,2025-03-16,2025-03-20,Keyboard,Accessories,Prime Distributors,Delhi WH,Delhi,Retail,7,900,6300,641,Delivered,Credit Card
104163,2025-05-08,2025-05-09,Router,Networking,ABC Suppliers,Hyderabad WH,Lucknow,Retail,13,3500,45500,2323,Delivered,Net Banking
104164,2025-01-04,2025-01-10,Laptop,Electronics,Prime Distributors,Bangalore WH,Lucknow,Retail,8,55000,440000,327,Delivered,Cash
104165,2025-10-31,2025-11-05,Desktop,Electronics,ABC Suppliers,Bangalore WH,Jaipur,Wholesale,19,45000,855000,2981,Delivered,Net Banking
104166,2025-06-02,2025-06-05,Switch,Networking,Global Supply,Chennai WH,Ahmedabad,Wholesale,15,6000,90000,424,Delivered,UPI
104167,2025-04-07,2025-04-13,Mouse,Accessories,Prime Distributors,Bangalore WH,Jaipur,Retail,18,700,12600,1716,Delivered,Credit Card
104168,2025-03-12,2025-03-19,Hard Disk,Storage,Global Supply,Bangalore WH,Lucknow,Retail,17,4200,71400,1410,Cancelled,Debit Card
104169,2025-06-25,2025-06-29,Router,Networking,XYZ Traders,Bangalore WH,Bangalore,Wholesale,5,3500,17500,1638,Delivered,Net Banking
104170,2025-03-13,2025-03-15,Switch,Networking,XYZ Traders,Chennai WH,Bangalore,Wholesale,1,6000,6000,2321,Delivered,Net Banking
104171,2025-09-25,2025-09-27,Mouse,Accessories,XYZ Traders,Hyderabad WH,Chennai,Retail,9,700,6300,398,Delivered,Credit Card
104172,2025-08-20,2025-08-22,Scanner,Office Supplies,XYZ Traders,Delhi WH,Pune,Retail,2,12000,24000,1240,Delivered,Cash
104173,2025-04-26,2025-05-01,Webcam,Accessories,ABC Suppliers,Mumbai WH,Lucknow,Wholesale,1,2500,2500,2175,Delivered,UPI
104174,2025-10-08,2025-10-09,SSD,Storage,ABC Suppliers,Bangalore WH,Bangalore,Wholesale,2,5500,11000,1697,Delivered,UPI
104175,2025-08-27,2025-08-28,Keyboard,Accessories,Prime Distributors,Delhi WH,Hyderabad,Wholesale,15,900,13500,1621,Delivered,Credit Card
104176,2025-04-05,2025-04-07,Mouse,Accessories,XYZ Traders,Hyderabad WH,Lucknow,Wholesale,10,700,7000,2442,Delivered,Net Banking
104177,2025-09-29,2025-10-04,Keyboard,Accessories,Prime Distributors,Mumbai WH,Kolkata,Wholesale,19,900,17100,1070,Delivered,UPI
104178,2025-03-07,2025-03-13,Laptop,Electronics,XYZ Traders,Delhi WH,Pune,Wholesale,8,55000,440000,845,Delivered,Credit Card
104179,2025-02-28,2025-03-03,Projector,Electronics,Prime Distributors,Chennai WH,Lucknow,Wholesale,19,40000,760000,1066,Delivered,Debit Card
104180,2025-01-30,2025-02-04,Router,Networking,ABC Suppliers,Chennai WH,Lucknow,Wholesale,7,3500,24500,2372,Cancelled,Cash
104181,2025-05-14,2025-05-19,Keyboard,Accessories,Tech World,Bangalore WH,Kolkata,Wholesale,2,900,1800,2310,Delivered,Debit Card
104182,2025-04-29,2025-05-02,Office Desk,Furniture,Prime Distributors,Delhi WH,Pune,Retail,9,15000,135000,2917,Delivered,Net Banking
104183,2025-11-12,2025-11-16,Switch,Networking,Global Supply,Bangalore WH,Kolkata,Wholesale,18,6000,108000,954,Delivered,Debit Card
104184,2025-06-29,2025-07-01,Switch,Networking,Prime Distributors,Mumbai WH,Hyderabad,Retail,5,6000,30000,2014,Delivered,UPI
104185,2025-12-08,2025-12-09,Printer,Office Supplies,ABC Suppliers,Bangalore WH,Bangalore,Retail,12,15000,180000,2316,Delivered,Net Banking
104186,2025-01-23,2025-01-26,Scanner,Office Supplies,XYZ Traders,Mumbai WH,Ahmedabad,Wholesale,19,12000,228000,1720,Delivered,Cash
104187,2025-09-12,2025-09-14,Printer,Office Supplies,ABC Suppliers,Hyderabad WH,Pune,Retail,6,15000,90000,1014,Cancelled,Net Banking
104188,2025-02-14,2025-02-18,Router,Networking,Global Supply,Mumbai WH,Chennai,Wholesale,9,3500,31500,1468,Delivered,Credit Card
104189,2025-02-22,2025-02-25,Laptop,Electronics,ABC Suppliers,Bangalore WH,Jaipur,Retail,6,55000,330000,1053,Delivered,Debit Card
104190,2025-04-15,2025-04-18,Monitor,Electronics,XYZ Traders,Bangalore WH,Lucknow,Retail,10,12000,120000,2621,Cancelled,Debit Card
104191,2025-12-17,2025-12-19,Office Desk,Furniture,Global Supply,Delhi WH,Kolkata,Retail,8,15000,120000,2846,Delivered,Net Banking
104192,2025-03-31,2025-04-03,Hard Disk,Storage,ABC Suppliers,Bangalore WH,Chennai,Wholesale,15,4200,63000,1693,Delivered,UPI
104193,2025-09-29,2025-10-06,Projector,Electronics,XYZ Traders,Hyderabad WH,Lucknow,Retail,17,40000,680000,1445,Delivered,Debit Card
104194,2025-05-04,2025-05-06,Mouse,Accessories,Prime Distributors,Hyderabad WH,Hyderabad,Wholesale,19,700,13300,1576,Delivered,Net Banking
104195,2025-09-26,2025-09-29,Webcam,Accessories,ABC Suppliers,Bangalore WH,Chennai,Wholesale,6,2500,15000,916,In Transit,Debit Card
104196,2025-08-01,2025-08-04,Router,Networking,Tech World,Bangalore WH,Mumbai,Retail,9,3500,31500,700,In Transit,Credit Card
104197,2025-10-16,2025-10-23,SSD,Storage,ABC Suppliers,Delhi WH,Mumbai,Retail,6,5500,33000,2841,Delivered,Net Banking
104198,2025-08-28,2025-08-31,Office Chair,Furniture,Global Supply,Chennai WH,Mumbai,Retail,5,8500,42500,1596,Delivered,Debit Card
104199,2025-11-15,2025-11-19,Switch,Networking,XYZ Traders,Bangalore WH,Ahmedabad,Retail,16,6000,96000,1904,Delivered,UPI
104200,2025-04-19,2025-04-26,Projector,Electronics,ABC Suppliers,Mumbai WH,Mumbai,Wholesale,7,40000,280000,1761,Delivered,Cash
104201,2025-12-24,2025-12-27,Projector,Electronics,Prime Distributors,Bangalore WH,Lucknow,Retail,20,40000,800000,2777,Delivered,Cash
104202,2025-09-01,2025-09-07,Keyboard,Accessories,Tech World,Delhi WH,Kolkata,Retail,1,900,900,2743,Delivered,Net Banking
104203,2025-01-10,2025-01-11,Keyboard,Accessories,ABC Suppliers,Chennai WH,Pune,Wholesale,20,900,18000,2792,Delivered,Cash
104204,2025-04-01,2025-04-03,Scanner,Office Supplies,Prime Distributors,Chennai WH,Hyderabad,Wholesale,12,12000,144000,2717,Delivered,Debit Card
104205,2025-02-02,2025-02-03,SSD,Storage,ABC Suppliers,Bangalore WH,Kolkata,Retail,20,5500,110000,1179,Delivered,Debit Card
104206,2025-06-21,2025-06-24,SSD,Storage,Tech World,Hyderabad WH,Hyderabad,Retail,9,5500,49500,1772,Delivered,Net Banking
104207,2025-01-05,2025-01-10,SSD,Storage,Tech World,Mumbai WH,Mumbai,Wholesale,16,5500,88000,1907,Delayed,Debit Card
104208,2025-11-14,2025-11-17,Desktop,Electronics,XYZ Traders,Delhi WH,Hyderabad,Retail,15,45000,675000,2944,In Transit,Cash
104209,2025-09-10,2025-09-17,Router,Networking,Prime Distributors,Bangalore WH,Lucknow,Wholesale,15,3500,52500,1238,Delivered,UPI
104210,2025-11-09,2025-11-10,Hard Disk,Storage,ABC Suppliers,Delhi WH,Kolkata,Retail,3,4200,12600,347,Delayed,UPI
104211,2025-05-15,2025-05-18,SSD,Storage,XYZ Traders,Chennai WH,Kolkata,Wholesale,11,5500,60500,2127,Delivered,Cash
104212,2025-10-03,2025-10-07,Printer,Office Supplies,Global Supply,Delhi WH,Jaipur,Wholesale,20,15000,300000,1754,Delivered,Net Banking
104213,2025-10-08,2025-10-09,SSD,Storage,Global Supply,Hyderabad WH,Delhi,Retail,19,5500,104500,1466,Delivered,Credit Card
104214,2025-09-16,2025-09-19,Keyboard,Accessories,Global Supply,Chennai WH,Ahmedabad,Wholesale,8,900,7200,574,Delivered,Credit Card
104215,2025-06-17,2025-06-22,Mouse,Accessories,Prime Distributors,Mumbai WH,Delhi,Retail,11,700,7700,2294,In Transit,Net Banking
104216,2025-10-23,2025-10-24,Router,Networking,XYZ Traders,Bangalore WH,Lucknow,Retail,2,3500,7000,2603,Delivered,Credit Card
104217,2025-06-14,2025-06-16,Printer,Office Supplies,ABC Suppliers,Delhi WH,Kolkata,Wholesale,18,15000,270000,2974,Cancelled,Credit Card
104218,2025-09-04,2025-09-09,Router,Networking,Prime Distributors,Hyderabad WH,Chennai,Wholesale,16,3500,56000,1538,Delivered,UPI
104219,2025-01-03,2025-01-06,Scanner,Office Supplies,XYZ Traders,Delhi WH,Bangalore,Wholesale,5,12000,60000,934,Delivered,Cash
104220,2025-07-16,2025-07-21,Keyboard,Accessories,Global Supply,Hyderabad WH,Chennai,Wholesale,14,900,12600,2783,Delivered,Cash
104221,2025-03-30,2025-04-04,Mouse,Accessories,Tech World,Bangalore WH,Chennai,Retail,5,700,3500,215,In Transit,Debit Card
104222,2025-10-08,2025-10-10,Hard Disk,Storage,Prime Distributors,Delhi WH,Kolkata,Wholesale,8,4200,33600,2527,Delivered,Debit Card
104223,2025-03-11,2025-03-17,Webcam,Accessories,ABC Suppliers,Hyderabad WH,Chennai,Retail,13,2500,32500,2865,In Transit,Debit Card
104224,2025-12-06,2025-12-12,Projector,Electronics,Global Supply,Chennai WH,Pune,Retail,10,40000,400000,593,Delivered,Net Banking
104225,2025-09-13,2025-09-17,Mouse,Accessories,Global Supply,Chennai WH,Jaipur,Retail,9,700,6300,1982,In Transit,Credit Card
104226,2025-12-21,2025-12-26,Printer,Office Supplies,Global Supply,Delhi WH,Bangalore,Retail,2,15000,30000,2067,Delivered,Debit Card
104227,2025-07-22,2025-07-26,Projector,Electronics,Tech World,Delhi WH,Pune,Wholesale,14,40000,560000,2269,Delivered,Debit Card
104228,2025-02-09,2025-02-14,Switch,Networking,Global Supply,Bangalore WH,Ahmedabad,Wholesale,9,6000,54000,1347,Delivered,Cash
104229,2025-06-09,2025-06-11,Keyboard,Accessories,Tech World,Mumbai WH,Kolkata,Retail,17,900,15300,2286,Delivered,Net Banking
104230,2025-02-25,2025-02-26,SSD,Storage,XYZ Traders,Bangalore WH,Bangalore,Retail,11,5500,60500,573,Cancelled,Net Banking
104231,2025-01-31,2025-02-03,Printer,Office Supplies,Prime Distributors,Delhi WH,Pune,Retail,3,15000,45000,256,Delivered,Credit Card
104232,2025-08-06,2025-08-10,Laptop,Electronics,Tech World,Bangalore WH,Pune,Wholesale,20,55000,1100000,1037,Delivered,Net Banking
104233,2025-01-26,2025-01-27,Switch,Networking,Prime Distributors,Chennai WH,Chennai,Wholesale,20,6000,120000,1829,Delivered,Credit Card
104234,2025-09-08,2025-09-14,Router,Networking,Tech World,Delhi WH,Delhi,Retail,17,3500,59500,1369,Delayed,Cash
104235,2025-09-12,2025-09-14,SSD,Storage,Prime Distributors,Bangalore WH,Lucknow,Wholesale,2,5500,11000,933,Delivered,Credit Card
104236,2025-02-08,2025-02-11,Keyboard,Accessories,Tech World,Hyderabad WH,Chennai,Retail,13,900,11700,1184,Delivered,Net Banking
104237,2025-09-09,2025-09-14,Laptop,Electronics,Tech World,Chennai WH,Hyderabad,Wholesale,1,55000,55000,2775,In Transit,Net Banking
104238,2025-08-16,2025-08-22,Office Chair,Furniture,Global Supply,Delhi WH,Kolkata,Retail,18,8500,153000,2331,Delivered,Credit Card
104239,2025-01-06,2025-01-09,Webcam,Accessories,Prime Distributors,Chennai WH,Kolkata,Wholesale,12,2500,30000,1553,Delivered,Debit Card
104240,2025-01-17,2025-01-18,Projector,Electronics,XYZ Traders,Bangalore WH,Bangalore,Wholesale,2,40000,80000,664,Delivered,Credit Card
104241,2025-06-18,2025-06-22,Switch,Networking,XYZ Traders,Mumbai WH,Hyderabad,Wholesale,11,6000,66000,459,Delayed,Net Banking
104242,2025-02-26,2025-02-28,Mouse,Accessories,XYZ Traders,Hyderabad WH,Jaipur,Wholesale,4,700,2800,2795,Delivered,UPI
104243,2025-03-12,2025-03-19,Projector,Electronics,Tech World,Hyderabad WH,Pune,Wholesale,20,40000,800000,628,Delivered,Debit Card
104244,2025-06-25,2025-06-30,Monitor,Electronics,Tech World,Mumbai WH,Kolkata,Retail,1,12000,12000,2405,In Transit,Cash
104245,2025-03-06,2025-03-12,SSD,Storage,Tech World,Delhi WH,Delhi,Wholesale,3,5500,16500,970,Delivered,Net Banking
104246,2025-04-20,2025-04-26,Printer,Office Supplies,ABC Suppliers,Chennai WH,Hyderabad,Retail,4,15000,60000,2280,Delivered,Cash
104247,2025-09-22,2025-09-29,Projector,Electronics,XYZ Traders,Hyderabad WH,Mumbai,Retail,17,40000,680000,2560,In Transit,UPI
104248,2025-05-08,2025-05-10,Projector,Electronics,ABC Suppliers,Bangalore WH,Mumbai,Wholesale,2,40000,80000,2626,In Transit,Cash
104249,2025-04-30,2025-05-03,Switch,Networking,XYZ Traders,Chennai WH,Chennai,Retail,11,6000,66000,1268,Delivered,Credit Card
104250,2025-08-10,2025-08-12,Monitor,Electronics,Global Supply,Chennai WH,Mumbai,Wholesale,7,12000,84000,1356,Delivered,Credit Card
104251,2025-01-21,2025-01-25,Projector,Electronics,Tech World,Hyderabad WH,Pune,Wholesale,4,40000,160000,1958,Delivered,Debit Card
104252,2025-12-14,2025-12-16,Switch,Networking,Prime Distributors,Mumbai WH,Chennai,Wholesale,7,6000,42000,1190,Delivered,Net Banking
104253,2025-07-01,2025-07-06,Desktop,Electronics,Tech World,Mumbai WH,Pune,Retail,11,45000,495000,1916,Delivered,UPI
104254,2025-10-04,2025-10-08,Printer,Office Supplies,Prime Distributors,Chennai WH,Bangalore,Wholesale,2,15000,30000,1256,Delivered,Debit Card
104255,2025-01-07,2025-01-08,Switch,Networking,Prime Distributors,Delhi WH,Chennai,Wholesale,19,6000,114000,2772,Delivered,Debit Card
104256,2025-11-19,2025-11-23,Monitor,Electronics,Tech World,Chennai WH,Jaipur,Retail,9,12000,108000,910,Delivered,Credit Card
104257,2025-10-10,2025-10-15,Office Chair,Furniture,ABC Suppliers,Bangalore WH,Jaipur,Wholesale,7,8500,59500,1684,Delivered,Debit Card
104258,2025-05-24,2025-05-27,SSD,Storage,Prime Distributors,Chennai WH,Chennai,Retail,19,5500,104500,986,Delivered,Net Banking
104259,2025-05-29,2025-05-30,SSD,Storage,XYZ Traders,Hyderabad WH,Ahmedabad,Retail,17,5500,93500,2339,Delivered,Credit Card
104260,2025-01-07,2025-01-08,SSD,Storage,XYZ Traders,Delhi WH,Hyderabad,Wholesale,16,5500,88000,2146,Delivered,Credit Card
104261,2025-09-18,2025-09-25,Hard Disk,Storage,Tech World,Chennai WH,Bangalore,Retail,5,4200,21000,677,Delivered,Cash
104262,2025-06-27,2025-06-29,Desktop,Electronics,Prime Distributors,Hyderabad WH,Lucknow,Retail,7,45000,315000,1340,Delivered,UPI
104263,2025-06-09,2025-06-13,Monitor,Electronics,Prime Distributors,Mumbai WH,Mumbai,Wholesale,11,12000,132000,1444,In Transit,Credit Card
104264,2025-07-14,2025-07-17,Router,Networking,Tech World,Hyderabad WH,Kolkata,Retail,4,3500,14000,2280,Delivered,Cash
104265,2025-07-30,2025-08-03,Office Desk,Furniture,Prime Distributors,Mumbai WH,Hyderabad,Retail,10,15000,150000,1423,Delivered,Net Banking
104266,2025-01-24,2025-01-26,Webcam,Accessories,Global Supply,Delhi WH,Jaipur,Wholesale,20,2500,50000,276,Delivered,Net Banking
104267,2025-11-01,2025-11-06,Router,Networking,Tech World,Delhi WH,Hyderabad,Wholesale,5,3500,17500,2298,Delivered,Cash
104268,2025-07-25,2025-07-26,Router,Networking,XYZ Traders,Mumbai WH,Pune,Retail,10,3500,35000,1907,Delivered,Cash
104269,2025-07-28,2025-07-29,Webcam,Accessories,Global Supply,Hyderabad WH,Delhi,Wholesale,10,2500,25000,446,Delivered,Credit Card
104270,2025-03-15,2025-03-18,Keyboard,Accessories,Global Supply,Bangalore WH,Delhi,Wholesale,14,900,12600,2078,In Transit,Cash
104271,2025-11-15,2025-11-22,Printer,Office Supplies,XYZ Traders,Delhi WH,Kolkata,Retail,17,15000,255000,1244,Delivered,UPI
104272,2025-04-18,2025-04-21,Mouse,Accessories,Prime Distributors,Bangalore WH,Bangalore,Wholesale,12,700,8400,2235,Delivered,Cash
104273,2025-05-04,2025-05-11,Router,Networking,XYZ Traders,Mumbai WH,Kolkata,Wholesale,14,3500,49000,2661,Delivered,Net Banking
104274,2025-12-07,2025-12-10,Desktop,Electronics,XYZ Traders,Hyderabad WH,Ahmedabad,Retail,15,45000,675000,2055,Delivered,Net Banking
104275,2025-05-22,2025-05-25,SSD,Storage,Prime Distributors,Mumbai WH,Jaipur,Retail,7,5500,38500,1810,Delivered,Cash
104276,2025-09-19,2025-09-21,Office Chair,Furniture,XYZ Traders,Bangalore WH,Delhi,Wholesale,1,8500,8500,1646,Delivered,Net Banking
104277,2025-03-13,2025-03-20,Router,Networking,Prime Distributors,Delhi WH,Jaipur,Retail,14,3500,49000,1041,Delivered,Cash
104278,2025-09-10,2025-09-13,Printer,Office Supplies,ABC Suppliers,Delhi WH,Delhi,Wholesale,12,15000,180000,2465,Delayed,Net Banking
104279,2025-06-12,2025-06-19,Monitor,Electronics,Prime Distributors,Bangalore WH,Delhi,Retail,9,12000,108000,739,Delivered,Credit Card
104280,2025-08-13,2025-08-15,Projector,Electronics,Tech World,Chennai WH,Hyderabad,Retail,1,40000,40000,550,Delayed,Net Banking
104281,2025-04-21,2025-04-25,Printer,Office Supplies,ABC Suppliers,Mumbai WH,Delhi,Retail,17,15000,255000,321,Cancelled,Cash
104282,2025-02-12,2025-02-14,Switch,Networking,ABC Suppliers,Delhi WH,Lucknow,Wholesale,8,6000,48000,1740,Delayed,UPI
104283,2025-09-29,2025-09-30,Hard Disk,Storage,Prime Distributors,Delhi WH,Kolkata,Retail,18,4200,75600,874,Delivered,Credit Card
104284,2025-07-03,2025-07-05,SSD,Storage,XYZ Traders,Bangalore WH,Jaipur,Wholesale,10,5500,55000,1030,Delivered,UPI
104285,2025-07-25,2025-07-27,Laptop,Electronics,Global Supply,Mumbai WH,Bangalore,Wholesale,1,55000,55000,2735,In Transit,Credit Card
104286,2025-07-02,2025-07-03,Hard Disk,Storage,Global Supply,Delhi WH,Lucknow,Retail,15,4200,63000,251,Delivered,UPI
104287,2025-12-25,2025-12-30,Router,Networking,XYZ Traders,Bangalore WH,Lucknow,Wholesale,10,3500,35000,1053,Delivered,Cash
104288,2025-05-23,2025-05-26,SSD,Storage,ABC Suppliers,Mumbai WH,Mumbai,Retail,2,5500,11000,379,Delivered,Net Banking
104289,2025-03-24,2025-03-30,Scanner,Office Supplies,Global Supply,Hyderabad WH,Mumbai,Wholesale,13,12000,156000,604,Delivered,UPI
104290,2025-07-15,2025-07-18,Monitor,Electronics,ABC Suppliers,Hyderabad WH,Bangalore,Retail,8,12000,96000,1507,In Transit,Credit Card
104291,2025-09-25,2025-09-28,Projector,Electronics,Global Supply,Chennai WH,Delhi,Retail,7,40000,280000,1776,Delayed,Debit Card
104292,2025-06-26,2025-06-29,Office Desk,Furniture,XYZ Traders,Hyderabad WH,Bangalore,Wholesale,16,15000,240000,1313,Delivered,Credit Card
104293,2025-09-28,2025-09-29,Monitor,Electronics,ABC Suppliers,Hyderabad WH,Kolkata,Wholesale,14,12000,168000,905,Delivered,UPI
104294,2025-04-21,2025-04-24,Office Chair,Furniture,ABC Suppliers,Bangalore WH,Chennai,Wholesale,9,8500,76500,1763,Delivered,Cash
104295,2025-04-28,2025-05-03,Scanner,Office Supplies,XYZ Traders,Delhi WH,Mumbai,Retail,10,12000,120000,1781,Delivered,Net Banking
104296,2025-11-28,2025-11-29,SSD,Storage,ABC Suppliers,Chennai WH,Chennai,Retail,2,5500,11000,1477,Delivered,UPI
104297,2025-12-21,2025-12-26,Hard Disk,Storage,Tech World,Delhi WH,Pune,Retail,9,4200,37800,480,In Transit,UPI
104298,2025-08-07,2025-08-09,Office Desk,Furniture,Global Supply,Bangalore WH,Chennai,Retail,15,15000,225000,409,Delivered,Debit Card
104299,2025-01-07,2025-01-13,Keyboard,Accessories,Prime Distributors,Delhi WH,Kolkata,Retail,3,900,2700,2621,Delivered,Cash
104300,2025-10-20,2025-10-24,Laptop,Electronics,ABC Suppliers,Mumbai WH,Jaipur,Retail,12,55000,660000,2033,Delivered,Debit Card
104301,2025-10-15,2025-10-17,Office Desk,Furniture,XYZ Traders,Chennai WH,Jaipur,Retail,1,15000,15000,1883,Delivered,Debit Card
104302,2025-09-11,2025-09-17,Keyboard,Accessories,Global Supply,Mumbai WH,Bangalore,Wholesale,20,900,18000,360,Delivered,Debit Card
104303,2025-02-24,2025-02-25,Switch,Networking,ABC Suppliers,Delhi WH,Hyderabad,Retail,18,6000,108000,1357,Delivered,Credit Card
104304,2025-09-22,2025-09-23,Projector,Electronics,XYZ Traders,Bangalore WH,Lucknow,Retail,2,40000,80000,1488,Delivered,Debit Card
104305,2025-06-27,2025-06-28,Hard Disk,Storage,Tech World,Delhi WH,Kolkata,Retail,5,4200,21000,1312,Delivered,UPI
104306,2025-04-21,2025-04-25,Router,Networking,ABC Suppliers,Hyderabad WH,Hyderabad,Wholesale,7,3500,24500,1441,Delayed,Net Banking
104307,2025-08-07,2025-08-12,Hard Disk,Storage,ABC Suppliers,Mumbai WH,Hyderabad,Retail,18,4200,75600,2796,Delivered,Net Banking
104308,2025-08-13,2025-08-15,Mouse,Accessories,XYZ Traders,Hyderabad WH,Ahmedabad,Retail,15,700,10500,2452,Delivered,UPI
104309,2025-05-27,2025-05-28,Office Desk,Furniture,Global Supply,Chennai WH,Delhi,Retail,2,15000,30000,717,Delivered,Net Banking
